-9.0395		155982
-9.0037		156006
-8.9679		155451
-8.9321		155679
-8.8963		156176
-8.8605		155039
-8.8247		155479
-8.7889		155196
-8.7531		155107
-8.7173		154666
-8.6815		153953
-8.6457		154403
-8.6099		153704
-8.5741		153416
-8.5383		152932
-8.5025		151989
-8.4667		150884
-8.4309		151403
-8.3951		148967
-8.3593		146801
-8.3235		145436
-8.2877		141656
-8.2519		137472
-8.2161		132181
-8.1803		126386
-8.1445		121369
-8.1087		116630
-8.0729		114829
-8.0371		116063
-8.0013		120700
-7.9655		126616
-7.9297		131841
-7.8939		137277
-7.8581		140989
-7.8223		143503
-7.7865		146630
-7.7507		147586
-7.7149		149113
-7.6791		149971
-7.6433		151861
-7.6075		152081
-7.5717		152955
-7.5359		153518
-7.5001		154555
-7.4643		153327
-7.4285		154908
-7.3927		154800
-7.3569		155370
-7.3211		155492
-7.2853		155989
-7.2495		155679
-7.2137		155919
-7.1779		155713
-7.1421		156241
-7.1063		156235
-7.0705		156953
-7.0347		156629
-6.9989		156547
-6.9631		156828
-6.9273		156322
-6.8915		157413
-6.8557		155865
-6.8199		156382
-6.7841		155686
-6.7483		157135
-6.7125		156614
-6.6767		156762
-6.6409		156144
-6.6051		156497
-6.5693		156490
-6.5335		156525
-6.4977		156759
-6.4619		156378
-6.4261		156397
-6.3903		157262
-6.3545		156309
-6.3187		156802
-6.2829		156272
-6.2471		157461
-6.2113		156946
-6.1755		156762
-6.1397		156147
-6.1039		156247
-6.0681		156454
-6.0323		157042
-5.9965		156936
-5.9607		156968
-5.9249		156828
-5.8891		157365
-5.8533		156873
-5.8175		156728
-5.7817		156981
-5.7459		156798
-5.7101		156459
-5.6743		157062
-5.6385		157038
-5.6027		156553
-5.5669		157146
-5.5311		156661
-5.4953		156120
-5.4595		157233
-5.4237		156431
-5.3879		156179
-5.3521		156087
-5.3163		156434
-5.2805		156389
-5.2447		155797
-5.2089		155984
-5.1731		156529
-5.1373		155930
-5.1015		156086
-5.0657		155631
-5.0299		155851
-4.9941		155935
-4.9583		155382
-4.9225		154685
-4.8867		154720
-4.8509		155136
-4.8151		154109
-4.7793		152763
-4.7435		152292
-4.7077		151876
-4.6719		150908
-4.6361		149337
-4.6003		146804
-4.5645		144198
-4.5287		140324
-4.4929		135909
-4.4571		130905
-4.4213		125855
-4.3855		122083
-4.3497		121873
-4.3139		124810
-4.2781		129622
-4.2423		134911
-4.2065		140374
-4.1707		143974
-4.1349		147113
-4.0991		148925
-4.0633		150482
-4.0275		151600
-3.9917		152372
-3.9559		153805
-3.9201		153869
-3.8843		154714
-3.8485		154281
-3.8127		155264
-3.7769		154725
-3.7411		155963
-3.7053		156217
-3.6695		156119
-3.6337		155560
-3.5979		156244
-3.5621		155703
-3.5263		155996
-3.4905		156674
-3.4547		156102
-3.4189		157033
-3.3831		156780
-3.3473		156599
-3.3115		157088
-3.2757		156728
-3.2399		156983
-3.2041		156599
-3.1683		156558
-3.1325		156572
-3.0967		157534
-3.0609		157126
-3.0251		155934
-2.9893		157483
-2.9535		157205
-2.9177		156863
-2.8819		156417
-2.8461		156760
-2.8103		156919
-2.7745		156835
-2.7387		157456
-2.7029		156825
-2.6671		156859
-2.6313		157903
-2.5955		157538
-2.5597		157490
-2.5239		156789
-2.4881		156982
-2.4523		156709
-2.4165		156962
-2.3807		156733
-2.3449		157378
-2.3091		156986
-2.2733		158124
-2.2375		157100
-2.2017		156775
-2.1659		156965
-2.1301		156789
-2.0943		157001
-2.0585		156869
-2.0227		156735
-1.9869		157294
-1.9511		156623
-1.9153		156970
-1.8795		157254
-1.8437		157461
-1.8079		156794
-1.7721		155963
-1.7363		157036
-1.7005		157409
-1.6647		156800
-1.6289		156666
-1.5931		156675
-1.5573		156417
-1.5215		156753
-1.4857		156571
-1.4499		156396
-1.4141		156056
-1.3783		156340
-1.3425		155129
-1.3067		155334
-1.2709		155686
-1.2351		154091
-1.1993		154242
-1.1635		153582
-1.1277		152863
-1.0919		151888
-1.0561		149818
-1.0203		147954
-0.9845		145020
-0.9487		141578
-0.9129		137542
-0.8771		135249
-0.8413		134526
-0.8055		136099
-0.7697		139985
-0.7339		143591
-0.6981		146606
-0.6623		149787
-0.6265		151222
-0.5907		152546
-0.5549		153823
-0.5191		154203
-0.4833		154713
-0.4475		154385
-0.4117		155242
-0.3759		155528
-0.3401		155964
-0.3043		155287
-0.2685		156272
-0.2327		155560
-0.1969		155595
-0.1611		156035
-0.1253		156790
-0.0895		156031
-0.0537		156283
-0.0179		156195
0.0179		155836
0.0537		156505
0.0895		156244
0.1253		156353
0.1611		156847
0.1969		157357
0.2327		156688
0.2685		156582
0.3043		157186
0.3401		156146
0.3759		156234
0.4117		156617
0.4475		156718
0.4833		156511
0.5191		156109
0.5549		156299
0.5907		156594
0.6265		156635
0.6623		156377
0.6981		156679
0.7339		156434
0.7697		156514
0.8055		156960
0.8413		156620
0.8771		156603
0.9129		156190
0.9487		157215
0.9845		156786
1.0203		155819
1.0561		156813
1.0919		155871
1.1277		157158
1.1635		155405
1.1993		155522
1.2351		155632
1.2709		154898
1.3067		155430
1.3425		154501
1.3783		154331
1.4141		154710
1.4499		153830
1.4857		153698
1.5215		152560
1.5573		150231
1.5931		148101
1.6289		145926
1.6647		143194
1.7005		141029
1.7363		137788
1.7721		136382
1.8079		136497
1.8437		138056
1.8795		140006
1.9153		144347
1.9511		147254
1.9869		149945
2.0227		150899
2.0585		152544
2.0943		153810
2.1301		154034
