-9.0395		40471
-9.0037		40404
-8.9679		40686
-8.9321		40290
-8.8963		40631
-8.8605		40505
-8.8247		40332
-8.7889		40239
-8.7531		40558
-8.7173		40470
-8.6815		40666
-8.6457		40623
-8.6099		40992
-8.5741		40435
-8.5383		40478
-8.5025		40230
-8.4667		40618
-8.4309		40469
-8.3951		40390
-8.3593		40688
-8.3235		40772
-8.2877		40656
-8.2519		40310
-8.2161		40747
-8.1803		40903
-8.1445		40161
-8.1087		40369
-8.0729		40789
-8.0371		40951
-8.0013		40569
-7.9655		40598
-7.9297		40727
-7.8939		40290
-7.8581		40713
-7.8223		40347
-7.7865		40834
-7.7507		40694
-7.7149		40527
-7.6791		40638
-7.6433		40676
-7.6075		40565
-7.5717		40536
-7.5359		40661
-7.5001		40430
-7.4643		40660
-7.4285		40384
-7.3927		40588
-7.3569		40543
-7.3211		40406
-7.2853		40888
-7.2495		40838
-7.2137		40631
-7.1779		40431
-7.1421		40505
-7.1063		40732
-7.0705		40355
-7.0347		40531
-6.9989		40387
-6.9631		40765
-6.9273		40650
-6.8915		40715
-6.8557		40694
-6.8199		40574
-6.7841		40887
-6.7483		40345
-6.7125		40744
-6.6767		40231
-6.6409		40703
-6.6051		40446
-6.5693		40751
-6.5335		40269
-6.4977		40745
-6.4619		40297
-6.4261		40499
-6.3903		40013
-6.3545		40536
-6.3187		40524
-6.2829		40556
-6.2471		40624
-6.2113		40601
-6.1755		40669
-6.1397		40655
-6.1039		40639
-6.0681		40432
-6.0323		40267
-5.9965		40837
-5.9607		40642
-5.9249		40748
-5.8891		40512
-5.8533		40469
-5.8175		40292
-5.7817		40393
-5.7459		40749
-5.7101		40561
-5.6743		40562
-5.6385		40437
-5.6027		40772
-5.5669		40675
-5.5311		40486
-5.4953		40637
-5.4595		40556
-5.4237		40561
-5.3879		40696
-5.3521		40904
-5.3163		40566
-5.2805		40234
-5.2447		40752
-5.2089		40652
-5.1731		40707
-5.1373		40459
-5.1015		40616
-5.0657		40326
-5.0299		40443
-4.9941		40984
-4.9583		40797
-4.9225		40309
-4.8867		40358
-4.8509		40133
-4.8151		40664
-4.7793		40397
-4.7435		40814
-4.7077		40151
-4.6719		40617
-4.6361		40739
-4.6003		40810
-4.5645		40230
-4.5287		40471
-4.4929		40342
-4.4571		40752
-4.4213		40154
-4.3855		40574
-4.3497		40271
-4.3139		40676
-4.2781		40200
-4.2423		40815
-4.2065		40517
-4.1707		40248
-4.1349		40498
-4.0991		40163
-4.0633		40347
-4.0275		40534
-3.9917		40392
-3.9559		40543
-3.9201		40086
-3.8843		40408
-3.8485		40473
-3.8127		40508
-3.7769		40174
-3.7411		40316
-3.7053		40417
-3.6695		40300
-3.6337		40667
-3.5979		40449
-3.5621		40674
-3.5263		40479
-3.4905		40486
-3.4547		40680
-3.4189		40418
-3.3831		40743
-3.3473		40357
-3.3115		40230
-3.2757		40502
-3.2399		40407
-3.2041		40289
-3.1683		40660
-3.1325		40649
-3.0967		40256
-3.0609		40402
-3.0251		40242
-2.9893		40606
-2.9535		40296
-2.9177		40297
-2.8819		40378
-2.8461		40177
-2.8103		40234
-2.7745		40216
-2.7387		40394
-2.7029		40237
-2.6671		40320
-2.6313		40027
-2.5955		40559
-2.5597		40281
-2.5239		40746
-2.4881		40463
-2.4523		39986
-2.4165		40150
-2.3807		40232
-2.3449		40322
-2.3091		40032
-2.2733		40324
-2.2375		39998
-2.2017		39992
-2.1659		40222
-2.1301		40062
-2.0943		40361
-2.0585		40332
-2.0227		40360
-1.9869		40333
-1.9511		39996
-1.9153		40431
-1.8795		40805
-1.8437		40373
-1.8079		40190
-1.7721		40565
-1.7363		40463
-1.7005		40325
-1.6647		40750
-1.6289		40200
-1.5931		40116
-1.5573		40346
-1.5215		40522
-1.4857		40256
-1.4499		40273
-1.4141		40419
-1.3783		40003
-1.3425		40298
-1.3067		40575
-1.2709		40128
-1.2351		40379
-1.1993		40029
-1.1635		40281
-1.1277		40223
-1.0919		40093
-1.0561		39896
-1.0203		39993
-0.9845		40112
-0.9487		40061
-0.9129		39997
-0.8771		40184
-0.8413		39708
-0.8055		39638
-0.7697		39580
-0.7339		39688
-0.6981		39591
-0.6623		39298
-0.6265		39184
-0.5907		38945
-0.5549		38767
-0.5191		38519
-0.4833		37821
-0.4475		37649
-0.4117		36968
-0.3759		36444
-0.3401		35112
-0.3043		33493
-0.2685		32070
-0.2327		30260
-0.1969		28891
-0.1611		28055
-0.1253		27944
-0.0895		28217
-0.0537		28858
-0.0179		29467
0.0179		30773
0.0537		32620
0.0895		33899
0.1253		34968
0.1611		36024
0.1969		36755
0.2327		37744
0.2685		37944
0.3043		38334
0.3401		38695
0.3759		39039
0.4117		39181
0.4475		39419
0.4833		39487
0.5191		39681
0.5549		39858
0.5907		39953
0.6265		39976
0.6623		39947
0.6981		40023
0.7339		40447
0.7697		39793
0.8055		39823
0.8413		40368
0.8771		40476
0.9129		40092
0.9487		40158
0.9845		40521
1.0203		40565
1.0561		40538
1.0919		40007
1.1277		40081
1.1635		40561
1.1993		40503
1.2351		40383
