-3.711		584404
-3.681		582320
-3.651		585074
-3.621		582444
-3.591		582997
-3.561		584455
-3.531		583785
-3.501		583513
-3.471		584418
-3.441		582872
-3.411		583792
-3.381		583734
-3.351		583427
-3.321		584022
-3.291		584375
-3.261		584020
-3.231		583480
-3.201		584327
-3.171		583115
-3.141		584218
-3.111		583529
-3.081		583711
-3.051		583177
-3.021		582763
-2.991		582097
-2.961		582904
-2.931		583051
-2.901		583512
-2.871		585467
-2.841		583461
-2.811		583947
-2.781		582812
-2.751		582812
-2.721		583303
-2.691		581959
-2.661		582622
-2.631		582007
-2.601		583678
-2.571		583278
-2.541		583236
-2.511		583137
-2.481		583011
-2.451		583448
-2.421		584375
-2.391		582738
-2.361		583594
-2.331		581742
-2.301		582254
-2.271		583284
-2.241		581787
-2.211		583749
-2.181		582027
-2.151		583012
-2.121		582503
-2.091		582214
-2.061		582801
-2.031		582489
-2.001		581832
-1.971		582120
-1.941		581898
-1.911		583470
-1.881		582651
-1.851		582353
-1.821		582601
-1.791		581864
-1.761		581999
-1.731		583010
-1.701		581447
-1.671		582858
-1.641		582777
-1.611		581938
-1.581		582777
-1.551		583094
-1.521		581884
-1.491		581741
-1.461		582845
-1.431		582449
-1.401		580994
-1.371		581624
-1.341		581989
-1.311		579552
-1.281		580127
-1.251		581988
-1.221		579589
-1.191		580270
-1.161		581491
-1.131		581007
-1.101		581028
-1.071		578947
-1.041		579898
-1.011		580433
-0.981		579548
-0.951		577399
-0.921		576039
-0.891		576877
-0.861		575909
-0.831		575139
-0.801		573405
-0.771		572920
-0.741		571212
-0.711		569501
-0.681		566792
-0.651		562654
-0.621		558511
-0.591		555617
-0.561		548246
-0.531		538389
-0.501		529872
-0.471		517453
-0.441		508201
-0.411		501198
-0.381		498019
-0.351		496089
-0.321		495877
-0.291		500496
-0.261		506962
-0.231		512400
-0.201		515574
-0.171		518259
-0.141		519468
-0.111		520849
-0.081		524002
-0.051		531955
-0.021		539857
0.009		546558
0.039		552608
0.069		557793
0.099		561623
0.129		564736
0.159		566750
0.189		569179
0.219		568463
0.249		571707
0.279		571952
0.309		573666
0.339		574425
0.369		574666
0.399		576221
0.429		575799
0.459		576414
0.489		576445
0.519		578648
0.549		578634
0.579		578382
0.609		577689
0.639		579546
0.669		580685
0.699		580246
0.729		578895
0.759		580458
0.789		581026
0.819		580248
0.849		580060
0.879		580192
0.909		580948
0.939		580536
0.969		582361
0.999		580629
1.029		581240
1.059		581110
1.089		581980
1.119		581872
1.149		580561
1.179		579650
1.209		582159
1.239		582926
1.269		581781
1.299		582326
1.329		582783
1.359		581053
1.389		582510
1.419		583311
1.449		582749
1.479		580689
1.509		582353
1.539		582376
1.569		580300
1.599		580213
1.629		581200
1.659		581525
1.689		581615
1.719		581934
1.749		580936
1.779		581048
1.809		581798
1.839		580075
1.869		581206
1.899		580550
1.929		581014
1.959		580943
1.989		579379
2.019		578724
2.049		578823
2.079		577418
2.109		579556
2.139		578594
2.169		577265
2.199		577230
2.229		576884
2.259		575137
2.289		574305
2.319		571920
2.349		571790
2.379		569853
2.409		568114
2.439		563591
2.469		560499
2.499		555619
2.529		550144
2.559		541868
2.589		534516
2.619		527373
2.649		521156
2.679		519367
2.709		516901
2.739		515280
2.769		510924
2.799		506543
2.829		501998
2.859		501787
2.889		498499
2.919		500787
2.949		505041
2.979		512960
3.009		520911
3.039		531211
3.069		538379
3.099		547465
3.129		553513
3.159		558411
3.189		563859
3.219		565871
3.249		571771
3.279		569871
3.309		574640
3.339		574817
3.369		576147
3.399		575694
3.429		576806
3.459		577342
3.489		577623
3.519		577825
3.549		579202
3.579		578947
3.609		579573
3.639		579441
3.669		579186
3.699		578358
3.729		579561
3.759		580093
3.789		581039
3.819		580735
3.849		580993
3.879		580966
3.909		581672
3.939		581535
