96.4178	55.6667
96.9429	71.2222
97.4701	95.6667
97.9973	117.444
98.5245	126.778
99.0517	142.333
99.5788	155.222
100.106	146.111
100.633	141.889
101.16	131.444
101.685	124.111
102.212	120.111
102.739	114.333
103.266	118.333
103.793	117.667
104.319	117
104.844	123.222
105.371	133.667
105.898	138.111
106.424	147.222
106.951	154.333
107.478	168.778
108.002	185.889
108.529	210.556
109.056	225.889
109.582	250.111
110.107	273.444
110.633	277.444
111.16	291.222
111.686	296.111
112.212	282.111
112.737	274.333
113.263	269
113.789	268.556
114.316	265.222
114.84	254.333
115.366	263.889
115.892	257.444
116.416	268.111
116.942	257
117.468	269.444
117.995	255.444
118.519	267
119.045	268.111
119.571	271
120.094	285
120.62	292.778
121.146	291.222
121.67	293.222
122.196	295.444
122.722	303.222
123.245	307.667
123.771	307.667
124.297	313.222
124.82	304.556
125.346	307.667
125.872	309.444
126.395	315
126.921	309.222
127.444	304.333
127.97	299.222
128.495	298.333
129.019	302.111
129.544	303.889
130.067	304.778
130.593	302.778
131.118	299.889
131.641	308.556
132.166	295.444
132.69	300.333
133.215	301.667
133.738	298.333
134.263	291.667
134.786	299.444
135.311	298.111
135.834	295.889
136.359	287.444
136.884	288.556
137.407	301.667
137.932	293.222
138.455	293.667
138.98	299.667
139.503	293.222
140.027	295.444
140.55	302.556
141.073	297.444
141.598	300.556
142.12	298.333
142.645	295.667
143.167	301.667
143.692	298.778
144.215	302.333
144.739	299.889
145.262	301
145.786	295.222
146.308	300.111
146.831	305.889
147.355	305.667
147.877	300.778
148.402	300.778
148.924	308.556
149.446	305
149.971	300.333
150.493	297.222
151.017	315.667
151.539	308.333
152.061	316.556
152.585	314.111
153.107	312.111
153.629	312.333
154.153	317.667
154.675	311
155.197	312.333
155.721	312.333
156.243	313
156.765	307.889
157.288	308.778
157.81	311.444
158.332	309.222
158.856	314.556
159.377	317.889
159.899	317
160.42	314.556
160.944	316.111
161.466	327.889
161.987	321.667
162.511	322.333
163.032	318.556
163.554	318.333
164.075	323.444
164.598	317
165.12	324.556
165.641	328.556
166.162	329.444
166.684	345.222
167.207	332.333
167.728	334.778
168.249	337.889
168.77	342.111
169.294	349
169.815	347.444
170.336	339.222
170.857	342.111
171.378	354.556
171.898	353.222
172.422	345.222
172.942	365.667
173.463	360.556
173.984	361
174.505	358.111
175.026	370.778
175.546	371.667
176.069	374.556
176.59	371
177.111	379.444
177.631	372.111
178.152	387.889
178.672	380.778
179.193	388.111
179.713	390.556
180.234	383.667
180.756	397
181.277	392.778
181.797	368.333
182.318	377
182.838	384.111
183.358	372.111
183.878	374.333
184.399	372.333
184.919	372.111
185.439	356.556
185.959	357
186.479	360.111
186.999	349
187.519	347
188.04	337.667
188.56	331.222
189.08	324.556
189.599	318.556
190.119	312.333
190.639	305.222
191.159	301
191.679	298.111
192.199	296.111
192.719	296.556
193.238	299.444
193.758	292.556
194.278	300.778
194.797	288.556
195.317	289.889
195.837	297
196.356	294.111
196.874	293.444
197.393	289.889
197.913	289.444
198.432	283
198.951	295
199.471	287.444
199.99	284.556
200.51	284.556
201.029	286.556
201.548	287.222
202.065	277.222
202.585	291
203.104	277.667
203.623	292.556
204.142	282.778
204.661	282.556
205.178	282.778
205.697	289
206.216	278.111
206.735	278.556
207.254	282.778
207.773	289.889
208.29	296.111
208.809	312.111
209.328	314.778
209.846	311
210.365	298.111
210.882	301
211.401	301.222
211.919	299.667
212.438	297.667
212.955	292.778
213.473	287.667
213.992	290.111
214.51	297.444
215.027	301.222
215.545	300.556
216.064	300.556
216.582	301.444
217.098	298.556
217.617	296.778
218.135	298.778
218.651	299.222
219.17	301
219.688	310.111
220.204	295.889
220.722	303.222
221.241	301.444
221.757	304.556
222.275	302.111
222.793	300.778
223.309	305.667
223.827	291.889
224.345	309.444
224.861	308.111
225.379	315.444
225.897	307.444
226.412	309
226.93	313.889
227.446	310.556
227.964	328.556
228.482	327.444
228.997	318.556
229.515	322.556
230.031	325.667
230.548	319.444
231.064	313.444
231.581	333.889
232.099	329.222
232.614	321.444
233.132	326.556
233.647	341.889
234.165	332.333
234.68	340.778
235.197	334.111
235.713	337.889
236.23	338.111
236.745	340.556
237.263	339.889
237.778	347.667
238.295	351
238.81	344.778
239.327	355.222
239.842	356.778
240.359	365.889
240.874	363
241.392	361.889
241.906	370.778
242.423	382.556
242.938	370.333
243.455	378.778
243.97	390.556
244.485	399.222
245.002	398.778
245.516	410.333
246.033	413.222
246.548	414.556
247.065	419.667
247.579	427.444
248.094	427.222
248.611	423.889
249.125	438.333
249.64	417.667
250.156	414.556
250.671	408.333
251.187	405.444
251.701	402.778
252.216	385.667
252.732	381.222
253.247	387.222
253.761	375.222
254.277	374.778
254.791	383.444
255.306	378.111
255.822	367
256.336	384.778
256.85	382.778
257.366	379
257.88	378.111
258.394	381.667
258.908	371.444
259.424	384.333
259.938	373.889
260.452	374.333
260.966	368.111
261.482	369.667
261.996	363.222
262.51	358.778
263.023	355.667
263.539	363.667
264.053	357.889
264.567	353.444
265.08	355.444
265.596	364.333
266.11	373.444
266.623	379.222
267.137	385.222
267.65	392.778
268.166	392.067
268.679	393.444
269.193	409.667
269.706	417.889
270.219	425
270.733	431.667
271.248	442.333
271.761	464.556
272.275	470.556
272.788	485.444
273.301	472.556
273.814	509.889
274.327	518.333
274.842	539.444
275.356	540.333
275.869	557
276.382	567.444
276.895	583.889
277.408	608.333
277.921	625.444
278.433	647.889
278.946	657.444
279.459	675.222
279.972	709.667
280.485	741.222
280.998	767
281.512	788.111
282.025	830.778
282.538	877
283.05	941.667
283.563	1020.33
284.076	1114.78
284.588	1208.33
285.101	1356.11
285.613	1546.11
286.126	1767.67
286.638	2031
287.151	2389.44
287.663	2753.44
288.175	3190.33
288.688	3670.56
289.2	4088.78
289.712	4411
290.222	4551
290.735	4387.89
291.247	3858.11
291.759	3020.33
292.271	2201.67
292.783	1581.67
293.295	1191.89
293.807	971.222
294.319	843
294.831	744.556
295.343	686.555
295.855	634.555
296.367	596.111
296.877	563.222
297.389	543.889
297.901	527
298.413	510.111
298.924	501.889
299.436	500.333
299.948	495.222
300.457	491.889
300.969	485.222
301.481	486.556
301.992	487.444
302.504	492.778
303.015	475.667
303.525	471.222
304.036	473.667
304.548	461.889
305.059	466.111
305.571	455.222
306.08	447.222
306.591	442.556
307.103	437.444
307.614	421.889
308.125	425
308.634	432.333
309.146	418.111
309.657	422.333
310.168	404.333
310.677	418.333
311.188	406.556
311.699	405.222
312.208	408.778
312.719	411.444
313.23	404.778
313.741	395.889
314.25	395.444
314.761	401.667
315.272	398.111
315.78	401.889
316.291	406.111
316.802	395.222
317.311	385.444
317.821	406.111
318.332	399.889
318.841	401.889
319.351	404.333
319.862	402.778
