44.56800	1313.20
45.36760	1308.30
46.16700	1313.30
46.96630	1310.90
47.76560	1312.60
48.56470	1313.60
49.36370	1310.10
50.16250	1312.90
50.96130	1314.10
51.75990	1322.70
52.55850	1314.60
53.35690	1319.30
54.15520	1316.60
54.95340	1320.90
55.75140	1325.80
56.54940	1338.90
57.34720	1384.10
58.14490	1423.70
58.94250	1358.70
59.74000	1355.60
60.53740	1382.00
61.33470	1386.40
62.13180	1401.80
62.92890	1427.90
63.72580	1469.30
64.52260	1500.20
65.31930	1536.50
66.11580	1591.60
66.91230	1627.00
67.70860	1675.50
68.50490	1725.60
69.30100	1759.70
70.09700	1814.40
70.89290	1825.10
71.68860	1867.60
72.48430	1913.50
73.27980	1966.40
74.07530	1996.50
74.87060	2036.30
75.66580	2089.20
76.46090	2158.20
77.25580	2168.90
78.05070	2171.90
78.84540	2179.30
79.64000	2197.90
80.43460	2213.20
81.22900	2203.90
82.02320	2220.70
82.81740	2214.10
83.61150	2235.10
84.40540	2235.30
85.19920	2193.50
85.99300	2162.70
86.78660	2167.50
87.58000	2152.20
88.37340	2141.20
89.16670	2143.50
89.95980	2131.80
90.75290	2145.50
91.54580	2176.20
92.33860	2151.00
93.13130	2142.70
93.92380	2128.00
94.71630	2150.80
95.50870	2127.70
96.30090	2136.10
97.09300	2145.80
97.88500	2118.30
98.67690	2123.90
99.46870	2108.80
100.26000	2110.50
101.05200	2115.30
101.84300	2093.80
102.63500	2094.40
103.42600	2067.00
104.21700	2083.20
105.00800	2057.00
105.79900	2082.60
106.59000	2075.70
107.38000	2074.40
108.17100	2073.10
108.96100	2073.00
109.75200	2062.60
110.54200	2053.10
111.33200	2051.50
112.12200	2037.10
112.91200	2037.60
113.70100	2037.10
114.49100	2057.70
115.28100	2063.60
116.07000	2052.00
116.85900	2053.80
117.64800	2068.00
118.43800	2027.60
119.22700	2050.20
120.01500	2047.70
120.80400	2039.30
121.59300	2041.90
122.38100	2042.30
123.17000	2041.90
123.95800	2018.70
124.74600	2034.20
125.53400	2021.90
126.32200	2024.70
127.11000	2004.70
127.89800	2015.60
128.68500	2034.70
129.47300	2021.20
130.26000	2025.20
131.04700	2023.30
131.83500	2027.30
132.62200	2022.60
133.40900	2036.80
134.19500	2025.80
134.98200	2012.80
135.76900	2020.60
136.55500	2010.10
137.34200	2032.30
138.12800	2031.80
138.91400	2011.90
139.70000	2034.00
140.48600	2030.20
141.27200	2014.70
142.05700	2013.20
142.84300	2013.80
143.62900	2017.50
144.41400	2021.10
145.19900	2004.00
145.98400	2022.30
146.76900	2007.90
147.55400	2019.80
148.33900	2013.70
149.12400	2008.00
149.90800	2016.40
150.69300	1991.70
151.47700	2011.80
152.26100	2016.80
153.04600	2026.00
153.83000	2034.50
154.61400	2047.90
155.39700	2019.80
156.18100	2033.70
156.96500	2045.60
157.74800	2053.90
158.53200	2040.10
159.31500	2051.70
160.09800	2058.70
160.88100	2075.10
161.66400	2082.50
162.44700	2105.30
163.22900	2121.80
164.01200	2147.70
164.79400	2168.60
165.57700	2231.10
166.35900	2281.90
167.14100	2379.80
167.92300	2517.00
168.70500	2635.00
169.48700	2722.30
170.26900	2846.80
171.05000	2930.70
171.83200	2931.40
172.61300	2986.60
173.39400	2955.80
174.17600	2979.70
174.95700	2948.10
175.73800	2865.70
176.51800	2775.00
177.29900	2726.80
178.08000	2615.00
178.86000	2536.70
179.64100	2476.30
180.42100	2401.70
181.20100	2364.70
181.98100	2285.50
182.76100	2270.80
183.54100	2235.40
184.32100	2225.20
185.10000	2212.80
185.88000	2195.50
186.65900	2194.20
187.43800	2215.90
188.21800	2197.30
188.99700	2221.50
189.77600	2242.20
190.55400	2311.70
191.33300	2415.20
192.11200	2597.80
192.89000	2864.80
193.66900	3211.00
194.44700	3554.30
195.22500	3429.00
196.00300	3110.10
196.78100	2739.80
197.55900	2522.40
198.33700	2399.50
199.11400	2340.90
199.89200	2297.90
200.66900	2246.40
201.44700	2246.80
202.22400	2282.80
203.00100	2279.30
203.77800	2285.20
204.55500	2301.60
205.33200	2271.60
206.10800	2263.40
206.88500	2273.50
207.66100	2280.00
208.43800	2260.50
209.21400	2279.20
209.99000	2296.60
210.76600	2310.50
211.54200	2350.60
212.31800	2368.40
213.09300	2377.90
213.86900	2394.00
214.64400	2349.00
215.42000	2317.50
216.19500	2271.60
216.97000	2229.40
217.74500	2179.40
218.52000	2197.30
219.29500	2168.80
220.06900	2137.10
220.84400	2120.00
221.61800	2104.70
222.39300	2122.30
223.16700	2110.20
223.94100	2136.10
224.71500	2164.10
225.48900	2208.00
226.26300	2281.60
227.03700	2362.60
227.81000	2467.60
228.58400	2665.60
229.35700	2946.80
230.13100	3303.00
230.90400	3669.10
231.67700	3857.70
232.45000	3816.20
233.22300	3662.90
233.99500	3419.40
234.76800	3138.40
235.54100	2942.80
236.31300	2769.80
237.08500	2608.20
237.85700	2521.00
238.63000	2413.70
239.40200	2343.30
240.17300	2317.50
240.94500	2255.90
241.71700	2239.60
242.48800	2169.20
243.26000	2164.80
244.03100	2137.70
244.80200	2130.80
245.57400	2102.60
246.34500	2104.10
247.11600	2112.00
247.88600	2088.80
248.65700	2092.10
249.42800	2097.20
250.19800	2088.50
250.96800	2100.60
251.73900	2126.50
252.50900	2133.90
253.27900	2123.20
254.04900	2126.70
254.81900	2127.10
255.58800	2147.60
256.35800	2159.50
257.12800	2162.40
257.89700	2173.90
258.66600	2190.10
259.43600	2217.50
260.20500	2224.80
260.97400	2234.70
261.74300	2263.40
262.51100	2282.10
263.28000	2312.70
264.04800	2336.20
264.81700	2332.70
265.58500	2342.80
266.35400	2348.20
267.12200	2336.80
267.89000	2341.00
268.65800	2354.80
269.42500	2336.90
270.19300	2294.10
270.96100	2315.70
271.72800	2322.50
272.49600	2305.90
273.26300	2314.50
274.03000	2323.00
274.79700	2308.60
275.56400	2319.90
276.33100	2308.50
277.09800	2327.70
277.86400	2358.40
278.63100	2333.30
279.39700	2326.40
280.16400	2376.80
280.93000	2341.20
281.69600	2367.80
282.46200	2387.00
283.22800	2403.60
283.99400	2408.30
284.75900	2423.00
285.52500	2440.00
286.29000	2464.10
287.05600	2499.50
287.82100	2527.60
288.58600	2553.00
289.35100	2602.90
290.11600	2658.20
290.88100	2677.50
291.64600	2747.00
292.41000	2861.20
293.17500	3018.90
293.93900	3119.10
294.70300	3300.30
295.46800	3540.50
296.23200	3865.30
296.99600	4133.30
297.76000	4135.70
298.52300	3959.30
299.28700	3577.70
300.05100	3304.20
300.81400	2971.40
301.57700	2798.90
302.34100	2645.60
303.10400	2585.10
303.86700	2612.50
304.63000	2650.20
305.39300	2731.40
306.15500	2863.10
306.91800	2954.60
307.68000	3099.80
308.44300	3278.10
309.20500	3400.70
309.96700	3568.10
310.72900	3747.70
311.49100	3851.90
312.25300	3965.20
313.01500	4068.20
313.77700	4167.30
314.53800	4213.60
315.30000	4302.80
316.06100	4408.50
316.82200	4564.20
317.58400	4822.50
318.34500	5012.10
319.10600	5420.10
319.86600	5725.70
320.62700	6080.30
321.38800	6447.40
